room_type_reserved,required_car_parking_space,market_segment_type,type_of_meal_plan,lead_time,no_of_special_requests,avg_price_per_room,no_of_week_nights,no_of_adults,no_of_weekend_nights,no_of_children,no_of_previous_bookings_not_canceled,no_of_previous_cancellations,booking_status
0,0,4,3,260,2,67.5,0,2,1,0,0,0,1
0,0,2,0,1,0,65.0,1,1,0,0,0,0,1
0,0,4,0,1,1,115.0,1,1,0,0,0,0,1
0,1,4,0,1,0,149.0,2,2,0,0,0,0,1
0,1,4,0,17,1,133.0,3,2,1,0,0,0,1
0,0,4,3,54,1,73.5,1,2,2,0,0,0,0
6,0,1,0,71,4,0.0,1,3,0,0,32,0,1
0,0,4,0,94,0,55.96,7,2,2,0,0,0,0
0,0,4,0,204,1,90.95,8,2,3,0,0,0,1
0,0,4,0,25,2,129.0,2,1,1,0,0,0,1
3,0,4,1,30,0,157.5,2,2,0,0,0,0,0
5,0,4,0,2,1,174.0,3,2,0,2,0,0,1
5,0,4,0,140,2,140.98,3,2,0,2,0,0,1
0,0,4,0,39,0,80.1,1,2,1,0,0,0,0
5,0,4,3,54,2,139.5,1,2,0,2,0,0,1
0,0,3,0,121,0,120.0,1,2,0,0,0,0,0
3,0,4,0,81,0,96.3,3,2,0,0,0,0,0
3,0,4,0,100,2,137.7,1,3,1,0,0,0,1
0,0,4,0,112,0,105.3,3,2,0,0,0,0,0
0,0,2,0,37,0,65.0,0,1,1,0,2,0,1
0,0,4,3,62,1,69.5,2,2,1,0,0,0,1
0,0,3,3,37,1,76.5,1,2,0,0,0,0,1
0,0,4,0,69,1,135.9,1,2,2,0,0,0,1
3,0,4,0,66,3,81.9,4,2,0,1,0,0,1
0,0,2,0,18,0,90.0,3,1,0,0,0,0,1
0,0,4,0,62,0,80.3,2,2,1,0,0,0,0
0,0,4,0,88,0,76.5,2,2,0,0,0,0,1
0,0,3,0,159,1,82.44,3,2,0,0,0,0,1
0,0,4,0,18,1,82.39,1,2,0,0,0,0,1
3,0,4,0,54,1,111.0,4,2,2,0,0,0,0
0,0,3,0,64,0,101.52,3,2,0,0,0,0,1
0,0,4,0,10,3,89.89,2,2,2,0,0,0,1
0,0,4,3,36,0,67.5,1,2,0,0,0,0,0
0,0,4,0,42,1,133.03,4,2,0,0,0,0,1
0,0,4,0,74,0,126.9,3,2,0,0,0,0,0
0,0,3,0,40,0,72.0,1,2,1,0,0,0,1
1,0,4,0,116,1,113.09,5,2,2,0,0,0,1
5,0,4,0,7,2,241.0,2,2,0,2,0,0,1
3,0,4,0,270,1,108.8,3,2,1,0,0,0,0
0,0,4,3,18,1,83.04,2,2,2,0,0,0,1
5,0,1,1,0,1,0.0,1,1,0,0,1,0,1
3,0,4,0,86,2,119.0,3,3,2,0,0,0,1
5,0,4,0,64,1,162.4,2,2,1,1,0,0,1
3,0,4,0,75,0,88.83,3,2,1,0,0,0,1
3,0,4,0,216,2,128.7,1,3,2,0,0,0,0
3,0,4,0,73,2,150.3,3,3,1,0,0,0,1
0,0,3,0,34,0,69.3,0,1,1,0,0,0,1
0,0,3,1,34,0,105.12,3,2,1,0,0,0,1
0,0,4,3,117,1,109.65,3,2,1,0,0,0,1
4,0,2,0,3,0,143.0,2,1,2,0,0,0,1
0,0,4,0,13,1,124.52,8,2,4,0,0,0,1
0,0,4,3,42,1,109.31,3,2,1,0,0,0,1
0,0,4,0,7,0,195.7,1,1,0,0,0,0,1
0,0,3,0,37,0,85.5,0,2,1,0,0,0,1
0,1,4,0,47,1,123.96,3,2,1,0,0,0,1
5,0,4,0,3,0,183.0,3,2,0,2,0,0,1
0,0,4,3,54,0,47.43,4,2,0,0,0,0,0
3,0,4,0,196,0,101.15,5,2,1,0,0,0,1
0,0,4,0,38,2,143.1,2,2,0,1,0,0,1
0,0,4,3,12,1,142.33,1,2,2,0,0,0,1
0,0,4,0,93,0,90.9,2,2,0,0,0,0,0
0,0,4,3,40,1,57.6,2,2,2,0,0,0,1
0,0,4,0,2,1,82.9,2,1,0,0,4,11,1
0,0,4,0,6,2,114.5,4,2,0,0,0,0,1
3,0,4,0,95,0,68.2,2,2,1,0,0,0,1
0,0,4,0,158,1,90.95,3,2,1,0,0,0,1
0,0,4,3,150,0,90.1,15,2,5,0,0,0,0
0,0,3,0,4,0,95.0,2,2,1,0,0,0,1
0,0,4,0,10,0,12.0,2,2,0,0,0,0,1
5,0,4,0,17,0,224.33,1,2,2,2,0,0,0
0,0,3,0,65,0,134.0,2,2,2,0,0,0,1
0,1,4,0,17,1,109.0,1,2,0,0,0,0,1
0,0,4,0,44,0,108.45,2,2,2,0,0,0,0
3,0,4,0,5,0,191.0,1,3,2,0,0,0,1
0,0,4,0,60,2,93.6,2,2,1,0,0,0,1
0,0,4,3,29,0,96.53,3,2,1,0,0,0,0
0,0,4,0,70,1,135.9,4,2,1,0,0,0,1
0,0,3,0,298,0,76.0,2,1,0,0,0,0,0
6,0,1,1,8,1,0.0,0,2,1,0,1,0,1
0,0,4,0,36,2,161.1,0,1,1,2,0,0,1
0,0,3,0,99,1,80.75,6,2,2,0,0,0,1
0,0,3,0,114,1,85.0,4,2,2,0,0,0,1
0,0,4,3,89,0,76.5,3,2,0,0,0,0,1
3,0,4,0,9,2,184.0,2,2,0,0,0,0,1
0,0,4,0,17,1,90.0,3,2,2,0,0,0,1
5,0,4,0,76,1,207.9,0,3,2,0,0,0,0
3,0,4,1,133,0,189.0,1,3,0,0,0,0,0
0,0,3,0,4,0,68.0,2,2,2,0,0,0,1
3,0,4,0,23,0,154.0,2,3,2,0,0,0,0
0,0,4,0,308,2,78.3,3,1,0,0,0,0,0
0,0,2,0,12,0,90.0,3,3,0,0,0,0,1
0,0,3,0,170,0,78.0,3,2,2,0,0,0,1
0,0,4,0,58,1,95.4,2,1,0,0,0,0,1
0,0,4,0,3,2,146.4,3,2,2,0,0,0,1
0,0,3,1,145,0,72.5,1,1,2,0,0,0,1
0,0,2,0,31,0,95.0,2,1,2,0,0,0,1
3,1,4,0,12,1,200.0,1,3,2,0,0,0,1
0,0,4,0,23,0,69.0,4,2,1,0,0,1,1
0,0,4,0,28,0,167.0,0,3,1,0,0,0,0
0,0,4,0,22,1,72.64,2,2,1,0,0,0,1
0,0,4,0,104,1,88.4,3,2,1,0,0,0,1
0,0,4,0,33,0,143.1,2,2,2,1,0,0,0
0,0,4,0,134,1,76.84,3,2,2,0,0,0,1
3,0,4,0,83,1,132.6,3,2,2,0,0,0,1
5,0,4,0,4,1,249.0,3,2,0,0,0,0,1
3,0,4,1,60,0,167.04,5,3,2,0,0,0,1
0,0,4,0,18,2,101.0,1,1,0,0,0,0,1
3,0,4,0,90,1,105.3,0,2,1,0,0,0,1
0,0,4,3,46,1,79.2,2,2,1,0,0,0,1
0,0,3,0,106,1,84.58,4,2,0,1,0,0,1
0,0,4,3,43,1,108.0,0,2,1,0,0,0,0
0,0,2,0,3,0,120.0,1,2,2,0,0,0,1
3,0,4,0,57,0,145.8,1,3,1,0,0,0,1
0,0,3,1,90,1,102.25,3,2,0,0,0,0,1
0,0,3,0,136,0,80.75,2,2,2,0,0,0,1
0,0,4,0,222,1,102.85,3,2,2,0,0,0,0
3,0,4,0,19,2,121.2,5,2,2,0,0,0,1
3,0,4,0,31,0,144.9,2,1,0,0,0,0,0
0,0,4,3,1,1,159.0,1,1,0,0,0,0,1
3,0,4,0,3,1,177.5,1,2,1,0,0,0,1
0,0,4,0,14,0,90.1,5,1,2,0,0,0,1
0,0,4,3,70,1,67.5,2,2,0,0,0,0,0
0,0,4,0,29,1,139.0,1,2,0,0,0,0,0
0,0,4,0,8,1,82.39,1,2,1,0,0,0,1
0,0,4,0,87,1,118.8,2,2,0,0,0,0,1
6,0,1,2,1,1,0.0,3,2,0,0,0,0,1
3,0,4,0,156,1,128.7,2,3,2,1,0,0,0
0,0,4,0,18,0,101.0,0,2,2,0,0,0,0
0,0,3,0,34,0,81.0,1,1,2,0,0,0,0
3,0,4,0,71,1,101.87,2,2,1,0,0,0,1
0,0,4,3,56,0,80.19,3,1,1,0,0,0,0
0,0,4,0,12,1,93.0,0,2,1,0,0,0,0
0,0,4,3,0,2,152.0,1,2,0,0,0,0,1
1,0,1,0,0,0,0.0,1,1,0,0,0,0,1
0,0,3,0,118,0,76.0,1,1,0,0,0,0,1
0,0,3,0,40,0,85.0,3,2,1,0,0,0,1
0,0,0,0,1,0,95.0,1,1,0,0,0,0,0
0,0,4,0,106,2,113.4,2,1,1,0,0,0,1
0,0,4,0,108,1,97.02,5,2,2,0,0,0,1
0,0,4,3,12,1,178.5,3,2,1,0,0,0,1
0,0,3,0,47,0,75.0,5,2,2,0,0,0,1
3,0,4,0,34,0,82.94,5,2,3,0,0,0,1
0,0,3,0,53,0,85.5,1,2,2,0,0,0,1
3,0,4,0,195,2,146.7,1,3,2,0,0,0,0
5,0,4,0,88,1,187.85,4,1,1,2,0,0,0
0,0,2,0,12,0,65.0,0,1,1,0,1,0,1
0,0,4,1,96,2,178.65,2,2,1,1,0,0,1
0,0,3,0,204,0,90.0,3,1,0,0,0,0,0
0,0,3,0,43,0,75.0,3,2,0,0,0,0,1
3,0,4,0,10,2,176.0,2,1,0,0,0,0,1
0,0,4,0,84,0,90.95,2,2,2,0,0,0,0
0,0,3,0,14,0,87.0,3,2,2,0,0,0,1
3,0,4,0,16,1,89.44,2,3,1,0,0,0,1
0,0,1,0,0,1,0.0,1,1,2,0,5,0,1
0,0,4,3,131,2,76.23,2,2,0,0,0,0,1
0,0,4,0,168,0,99.45,4,2,1,0,0,0,0
0,0,4,0,119,1,114.3,2,2,2,0,0,0,1
0,0,4,0,8,2,105.0,1,2,0,0,0,0,1
0,0,4,0,19,2,82.39,0,2,1,0,0,0,1
0,0,4,0,100,0,132.18,3,3,1,0,0,0,0
0,0,4,3,34,1,102.3,1,2,2,0,0,0,1
0,0,4,0,187,1,90.95,4,2,2,1,0,0,1
3,0,0,0,8,0,110.0,2,1,0,0,0,0,1
3,0,4,0,71,0,132.6,4,1,2,0,0,0,1
0,1,4,0,0,2,80.0,1,1,0,0,0,0,1
0,0,4,0,116,1,111.92,3,2,2,0,0,0,1
0,0,2,0,16,0,75.0,1,1,0,0,0,0,1
0,0,4,0,96,1,118.8,2,2,0,0,0,0,1
3,0,4,0,13,2,156.0,1,2,0,0,0,0,1
3,0,4,0,26,1,126.0,1,2,0,0,0,0,1
0,0,4,0,170,1,95.2,3,2,1,0,0,0,0
0,0,4,3,7,1,102.33,2,2,1,0,0,0,1
0,0,4,0,68,0,80.3,2,2,1,0,0,0,1
0,0,4,3,39,0,89.1,0,2,2,0,0,0,0
0,0,4,0,335,0,0.0,3,1,0,0,0,0,0
0,0,4,0,32,0,117.9,1,2,1,0,0,0,0
0,0,4,1,68,2,166.35,2,2,1,1,0,0,1
3,0,4,0,135,0,132.3,1,2,2,0,0,0,0
0,0,2,0,1,0,95.0,1,1,0,0,0,0,1
3,0,4,0,60,1,83.16,2,2,1,0,0,0,1
0,0,4,0,52,1,78.3,2,2,0,0,0,0,0
0,0,4,0,151,2,104.85,2,2,2,0,0,0,0
0,0,4,0,88,1,119.85,3,2,2,0,0,0,0
0,0,4,0,131,0,81.3,1,1,2,0,0,0,1
0,0,4,3,160,0,94.5,2,2,1,0,0,0,0
0,0,4,3,4,1,89.0,0,1,1,0,0,0,1
0,0,4,0,39,2,94.5,2,1,1,0,0,0,1
0,0,3,0,91,0,80.0,2,2,1,0,0,0,0
0,0,2,0,18,0,74.0,1,1,0,0,7,0,1
0,0,2,0,28,0,95.0,2,1,0,0,0,0,0
0,0,4,1,74,2,127.8,1,2,0,0,0,0,1
0,0,4,0,1,0,111.65,2,1,0,0,0,0,1
0,0,3,0,58,0,81.0,3,1,0,0,0,0,1
0,0,4,3,7,1,120.0,1,2,0,0,0,0,1
5,0,4,0,46,0,181.8,1,2,2,2,0,0,0
0,0,4,0,191,1,96.3,2,2,0,0,0,0,0
0,0,4,3,1,2,89.0,1,2,2,0,0,0,1
0,0,4,0,1,0,114.0,2,1,0,0,0,0,1
3,0,4,0,38,1,161.33,3,2,0,0,0,0,0
0,0,3,0,55,0,80.0,1,2,0,0,0,0,1
0,0,2,0,0,1,65.0,0,1,1,0,10,0,1
3,0,4,0,63,0,132.3,2,1,0,0,0,0,0
0,0,3,0,29,0,76.5,1,2,0,0,0,0,1
5,0,4,0,95,1,156.45,4,2,2,2,0,0,0
0,0,4,3,23,1,139.0,1,2,0,0,0,0,1
0,0,4,0,88,1,68.0,2,1,2,0,0,0,0
0,0,3,0,16,1,117.6,4,3,2,0,0,0,1
3,0,4,0,2,1,108.0,1,2,0,0,0,0,1
0,0,3,0,336,0,70.0,4,1,1,0,0,0,1
3,0,0,0,12,0,110.0,2,1,1,0,5,0,1
6,0,3,0,78,0,274.2,3,3,1,1,0,0,1
0,0,3,0,271,0,78.3,1,2,2,0,0,0,1
0,0,4,0,38,1,137.7,3,3,2,0,0,0,1
0,0,4,3,252,1,69.42,7,2,2,0,0,0,0
0,0,4,3,115,0,98.7,1,2,2,0,0,0,1
0,0,4,0,8,0,96.0,1,1,0,0,0,0,1
5,0,4,0,2,2,220.0,2,2,0,2,0,0,1
0,0,4,0,1,1,105.0,4,2,0,0,0,0,1
0,0,4,0,36,1,78.3,2,2,2,0,0,0,1
0,0,4,0,28,3,109.7,2,2,1,0,0,0,1
0,0,4,0,187,1,119.85,3,2,1,0,0,0,0
0,0,2,0,0,0,67.0,1,1,0,0,22,3,1
0,0,4,0,0,1,143.0,1,1,0,0,0,0,1
3,0,4,0,113,2,134.3,2,3,2,0,0,0,1
3,0,4,0,0,1,155.0,3,2,1,0,0,0,1
0,0,4,3,21,1,118.0,1,2,0,0,0,0,1
0,0,4,3,122,1,85.5,1,2,0,0,0,0,1
1,0,4,0,69,1,77.86,2,2,2,0,0,0,1
3,0,4,0,31,1,127.94,3,2,2,0,0,0,0
3,0,1,0,1,2,0.0,1,1,0,0,14,0,1
0,0,4,3,40,2,60.48,3,2,2,0,0,0,1
0,0,4,0,282,1,88.83,2,2,2,0,0,0,0
0,0,4,3,24,0,110.0,3,2,0,0,0,0,1
0,0,2,0,0,0,66.0,3,1,0,0,0,0,1
3,0,4,0,130,0,159.3,2,3,0,0,0,0,0
0,0,3,0,41,1,112.0,3,2,1,0,0,0,1
0,0,4,0,41,2,152.1,2,2,2,1,0,0,1
6,0,1,0,9,1,0.0,1,2,0,0,19,4,1
0,0,4,0,80,1,94.6,2,2,1,0,0,0,1
3,0,4,0,11,1,133.5,2,2,2,0,0,0,1
3,0,4,0,76,0,145.8,2,1,2,0,0,0,0
0,1,2,0,2,1,89.0,1,1,0,0,0,0,1
0,0,2,0,85,0,129.73,2,2,0,0,0,0,1
0,0,2,0,36,0,68.5,2,1,1,0,0,0,0
3,0,4,0,45,0,128.4,3,2,0,0,0,0,1
0,0,4,0,74,1,91.48,0,2,1,0,0,0,1
0,0,4,0,102,0,89.25,2,2,1,0,0,0,1
0,0,2,0,6,0,65.0,2,1,0,0,10,2,1
0,0,3,0,61,1,89.75,1,2,1,0,0,0,1
0,0,4,3,31,0,125.1,1,2,2,0,0,0,0
3,0,4,0,12,2,177.0,2,3,2,0,0,0,1
0,0,0,0,1,0,95.0,1,1,0,0,0,0,1
4,0,4,0,104,0,117.29,3,2,0,0,0,0,1
0,0,4,0,204,1,119.85,10,2,4,0,0,0,0
3,0,4,0,91,0,109.98,4,2,1,0,0,0,1
0,0,3,3,6,1,71.2,1,1,2,1,0,0,1
0,1,4,0,37,1,135.0,2,2,0,1,0,0,1
3,1,4,0,46,1,98.3,2,2,1,0,0,0,1
0,0,4,0,115,0,114.3,2,2,0,0,0,0,0
0,0,4,0,4,0,82.0,0,1,1,0,0,0,1
3,0,4,0,125,2,121.55,5,3,1,0,0,0,1
0,0,2,0,20,0,67.0,0,1,2,0,0,0,1
0,0,4,0,2,0,104.0,1,1,0,0,0,0,1
0,0,4,3,18,1,61.53,2,2,2,0,0,0,1
0,0,4,0,24,1,123.5,2,2,2,0,0,0,1
0,0,4,0,22,2,105.0,3,2,0,0,0,0,1
0,0,3,3,3,0,85.0,2,2,1,0,0,0,1
3,0,4,0,77,0,90.95,2,2,2,0,0,0,1
3,0,4,0,43,0,87.97,1,2,2,0,0,0,1
0,0,4,3,0,0,110.12,1,2,0,0,0,0,1
5,0,3,0,210,0,146.0,2,2,0,2,0,0,0
3,0,4,0,47,0,91.8,3,2,0,0,0,0,0
0,0,4,0,59,1,104.64,2,2,1,0,0,0,1
3,0,4,0,12,0,164.0,0,2,2,0,0,0,0
0,0,4,0,94,0,90.0,2,2,1,0,0,0,0
0,0,2,0,12,0,130.0,2,1,0,0,0,0,1
3,0,4,0,80,0,168.3,3,2,1,0,0,0,1
3,1,4,0,71,2,146.7,0,3,1,0,0,0,1
3,0,4,0,68,1,137.7,1,3,0,0,0,0,0
3,0,4,0,112,2,137.7,2,3,0,0,0,0,1
0,0,3,0,279,0,110.0,3,2,0,0,0,0,0
0,0,2,0,2,0,79.0,1,1,0,0,0,0,1
0,0,3,0,71,1,72.25,3,2,0,0,0,0,1
0,0,3,0,10,0,72.1,1,2,0,0,0,0,1
0,0,4,0,2,2,168.0,1,2,0,1,0,0,1
0,0,4,0,0,0,97.0,1,1,0,0,0,0,1
0,0,4,3,165,2,80.1,1,2,1,0,0,0,1
0,0,4,0,99,0,137.7,1,3,2,0,0,0,0
0,0,4,0,256,0,0.0,0,2,0,0,0,0,0
3,0,3,0,158,0,107.1,2,3,1,0,0,0,0
0,0,4,0,3,2,113.46,4,2,2,0,0,0,1
0,0,1,0,0,0,0.0,2,2,0,0,0,0,1
3,0,4,0,225,0,103.46,5,2,2,0,0,0,0
0,0,4,3,89,1,72.42,1,2,1,0,0,0,1
0,0,4,3,7,2,78.63,3,2,1,0,0,0,1
0,0,3,0,88,1,85.0,5,1,2,0,0,0,1
3,0,4,0,89,1,71.67,2,2,2,0,0,0,1
3,0,4,1,78,2,0.0,0,2,0,0,0,0,1
0,0,3,0,118,0,110.0,2,1,1,0,0,0,1
0,1,3,0,83,0,117.1,2,2,1,1,0,0,1
0,0,4,0,34,0,115.2,3,2,0,1,0,0,0
0,0,4,0,302,2,90.3,3,2,0,0,0,0,0
0,0,4,0,174,1,119.85,2,2,2,0,0,0,0
0,0,4,0,17,1,126.0,0,2,1,0,0,0,1
0,0,3,0,81,0,85.0,5,1,1,0,0,0,1
0,0,2,0,5,0,65.0,1,1,0,0,9,1,1
0,0,4,0,18,0,81.35,4,2,2,0,0,0,1
0,0,4,0,183,1,105.3,1,2,1,0,0,0,0
0,0,3,0,15,0,85.33,3,1,0,0,0,0,1
4,0,3,0,66,1,147.56,2,3,2,0,0,0,1
0,0,4,3,67,1,69.5,3,3,0,0,0,0,1
0,0,4,3,1,1,149.0,1,2,0,0,0,0,1
0,0,3,0,101,0,80.0,3,1,0,0,0,0,1
0,0,4,3,17,1,77.0,2,2,1,0,0,0,1
5,0,4,0,158,1,168.3,2,2,1,2,0,0,0
0,0,4,3,0,0,67.95,4,2,0,0,0,0,1
0,0,3,0,115,0,72.25,3,2,1,0,0,0,1
1,0,4,0,22,0,284.1,1,1,0,2,0,0,0
0,0,4,0,4,2,106.0,2,2,0,0,0,0,1
5,0,4,0,127,1,146.92,3,3,2,0,0,0,1
0,0,3,0,46,0,75.0,2,2,2,0,0,0,1
3,0,4,0,21,1,151.33,2,2,1,0,0,0,1
0,1,4,0,6,1,85.0,1,1,0,0,0,0,1
0,0,3,1,224,0,102.25,2,2,1,0,0,0,0
0,0,3,1,265,1,112.0,2,2,0,0,0,0,0
0,0,4,0,28,1,105.0,2,2,0,0,0,0,0
3,0,4,0,50,1,139.5,1,2,2,0,0,0,0
3,0,4,0,126,0,86.36,3,2,1,0,0,0,1
0,0,3,0,14,0,75.0,2,1,1,0,0,0,1
0,0,4,0,13,1,141.0,1,2,2,0,0,0,1
0,0,4,0,125,0,114.3,4,2,1,0,0,0,0
0,0,4,0,27,1,89.0,0,2,1,0,0,0,1
0,0,4,3,4,1,139.33,3,2,0,0,0,0,1
0,1,4,3,69,1,114.9,3,2,0,0,0,0,1
0,0,2,0,12,0,93.0,0,1,1,0,0,0,1
0,0,3,1,40,1,125.0,1,2,0,0,0,0,1
0,0,4,0,5,1,166.5,2,2,2,0,0,0,0
0,0,0,0,23,0,95.0,1,1,2,0,0,0,0
0,0,3,0,141,2,72.25,4,2,1,0,0,0,1
0,0,4,0,9,0,0.0,2,1,0,0,0,0,1
0,0,1,0,2,0,79.0,2,1,1,0,0,0,1
0,0,4,3,107,1,118.8,3,2,1,0,0,0,0
0,0,3,0,10,0,85.0,3,2,1,0,0,0,1
3,0,4,0,24,1,137.33,1,2,2,0,0,0,1
5,0,4,0,0,0,177.0,0,2,1,2,0,0,1
1,0,4,0,22,3,109.1,2,2,0,1,0,0,1
0,0,3,0,1,0,86.0,3,1,2,0,0,0,1
0,0,4,3,12,0,79.0,1,2,0,0,0,0,0
0,0,4,0,87,0,96.3,3,2,0,0,0,0,0
0,0,3,0,72,0,72.25,2,2,2,0,0,0,1
3,0,3,0,141,1,115.61,2,3,0,0,0,0,1
1,0,4,0,1,0,6.0,3,0,0,2,0,0,1
0,0,1,0,0,0,0.0,1,1,0,0,7,1,1
0,0,4,0,41,1,117.9,3,2,1,0,0,0,1
0,0,4,3,57,1,63.75,2,2,2,0,0,0,1
0,0,4,0,127,0,99.45,3,2,2,0,0,0,1
0,0,3,0,36,0,71.0,2,1,0,0,0,0,1
0,0,4,0,9,1,155.08,1,2,2,0,0,0,1
0,0,4,0,2,1,96.0,3,2,0,0,0,0,1
0,0,4,0,246,1,58.36,5,2,2,0,0,0,0
0,0,4,3,43,0,74.8,2,2,2,0,0,0,0
0,0,3,0,133,0,97.92,0,2,2,0,0,0,1
3,0,4,0,59,2,90.55,5,2,2,0,0,0,1
0,0,4,0,76,2,120.9,3,2,0,0,0,0,1
3,0,4,1,114,0,189.0,3,3,0,0,0,0,0
0,1,4,1,121,1,173.25,1,2,0,1,0,0,1
0,0,2,0,0,0,84.0,1,2,0,0,0,0,1
0,0,4,0,68,2,96.6,1,2,2,0,0,0,1
0,0,4,3,9,1,108.0,1,2,0,0,0,0,1
0,0,4,0,184,1,90.95,2,2,2,0,0,0,1
0,0,4,0,111,1,55.96,2,1,0,0,0,0,1
5,0,4,0,54,2,156.93,0,2,1,2,0,0,1
0,0,4,0,276,3,60.29,1,2,2,0,0,0,1
3,0,4,0,128,2,162.0,4,3,0,0,0,0,1
4,0,4,3,3,0,195.0,0,1,1,0,0,0,1
1,0,1,0,4,0,0.0,1,2,0,3,0,0,1
0,0,4,0,103,2,186.0,3,1,1,0,0,0,1
0,0,4,0,31,2,149.0,3,2,0,1,0,0,1
3,0,4,0,24,0,94.93,3,2,0,0,0,0,1
0,0,4,3,11,1,68.5,1,2,0,0,0,0,1
3,0,4,0,48,0,130.05,3,3,1,0,0,0,0
0,0,4,0,17,1,121.0,2,2,0,0,0,0,1
3,0,4,0,13,1,127.0,1,3,0,0,0,0,0
0,0,4,0,10,0,89.3,1,2,0,0,0,0,1
3,0,3,0,139,2,93.0,3,3,0,0,0,0,1
0,0,3,0,19,1,58.0,4,2,0,0,0,0,1
3,0,4,1,183,0,187.5,5,3,0,0,0,0,0
3,0,4,0,54,1,104.4,3,2,0,0,0,0,1
3,0,4,0,24,2,184.33,5,3,2,0,0,0,1
0,0,4,0,43,1,98.1,1,2,0,0,0,0,1
0,0,4,0,49,0,119.85,5,2,2,0,0,0,0
0,0,4,0,92,2,76.5,4,2,2,0,0,0,1
0,0,4,0,19,1,151.0,2,2,1,0,0,0,1
0,0,3,0,27,0,87.0,2,2,2,0,0,0,1
3,0,4,0,40,1,95.48,4,2,1,0,0,0,1
0,0,4,3,4,0,81.0,2,2,2,0,0,0,0
0,0,4,3,2,1,57.98,2,1,1,0,0,0,1
0,0,4,0,221,2,90.95,3,2,2,0,0,0,1
0,0,4,0,55,1,94.5,2,2,0,0,0,0,1
0,0,4,0,26,1,130.0,1,2,0,0,0,0,1
0,1,2,0,65,0,87.0,0,2,1,0,5,0,1
0,0,4,0,1,3,109.0,3,2,0,1,0,0,1
0,0,4,0,87,1,56.94,2,2,2,0,0,0,1
0,0,3,0,81,0,72.25,5,2,2,0,0,0,1
0,0,4,3,11,1,139.33,2,2,1,0,0,0,1
0,0,2,0,0,0,72.0,1,2,1,0,0,0,1
0,0,4,0,130,0,105.3,1,2,1,0,0,0,0
0,0,4,3,114,1,79.2,0,2,1,0,0,0,1
0,0,4,0,109,4,105.21,4,2,2,1,0,0,1
0,0,4,0,183,1,90.9,1,1,2,0,0,0,1
0,0,3,0,180,0,80.75,5,2,1,0,0,0,1
3,0,4,0,142,1,113.05,3,2,1,0,0,0,1
3,0,4,0,92,0,87.3,2,2,0,0,0,0,1
0,0,3,0,5,0,84.0,1,1,0,0,0,0,1
0,0,4,3,53,1,78.35,2,2,0,0,0,0,1
0,0,4,0,232,0,100.3,3,2,1,0,0,0,0
0,0,4,3,22,2,112.25,2,2,2,0,0,0,1
0,0,2,0,27,0,89.0,1,1,0,0,0,0,1
3,0,4,0,105,0,150.3,4,3,0,0,0,0,0
3,0,4,0,30,0,149.4,3,2,0,0,0,0,0
3,0,4,0,32,0,140.7,3,3,0,0,0,0,0
3,0,4,0,45,0,99.18,3,2,1,0,0,0,1
0,0,3,0,64,0,85.0,1,2,0,0,0,0,1
3,0,4,0,36,1,123.97,1,2,2,0,0,0,0
5,0,4,0,31,1,156.42,2,1,2,0,0,0,0
0,0,4,0,102,0,99.9,5,1,2,0,0,0,0
1,0,4,0,39,0,127.39,2,2,1,0,0,0,1
0,0,3,1,74,0,87.0,2,1,0,0,0,0,1
0,0,4,0,0,0,124.0,1,2,0,0,0,0,1
0,0,3,0,30,0,85.0,1,2,2,1,0,0,1
0,0,4,0,47,1,129.99,4,2,2,1,0,0,1
0,0,2,0,8,0,130.0,15,1,6,0,0,0,0
0,0,4,3,288,0,66.58,4,2,2,0,0,0,0
0,0,4,0,55,1,97.2,2,2,0,0,0,0,1
0,0,4,3,0,0,140.0,0,2,1,0,0,0,1
0,0,3,1,8,0,89.0,2,2,2,0,0,0,1
0,0,4,0,7,1,66.22,3,1,1,0,0,0,0
1,0,4,0,41,0,208.93,3,2,2,2,0,0,0
0,0,4,0,19,0,102.0,4,2,1,0,0,0,1
3,0,4,0,10,0,97.0,1,2,0,0,0,0,1
3,0,4,0,2,2,97.0,2,2,0,1,0,0,1
0,0,4,3,97,0,78.95,4,2,1,0,0,0,1
0,0,4,0,75,0,106.08,5,2,2,0,0,0,1
0,0,4,3,21,1,139.0,5,2,0,0,0,0,1
0,0,4,0,5,1,95.0,1,1,1,0,0,0,1
0,0,3,0,91,0,80.75,3,2,0,0,0,0,1
0,0,4,0,135,0,99.45,3,2,2,0,0,0,0
0,0,4,3,6,0,89.0,0,2,1,0,0,0,0
3,0,4,0,46,2,168.3,3,3,0,0,0,0,1
0,0,4,3,16,1,112.81,1,2,0,1,0,0,0
3,0,4,0,155,1,118.8,1,2,0,0,0,0,0
0,0,4,3,2,1,109.0,1,2,0,0,0,0,1
3,1,4,0,47,1,99.4,3,2,1,0,0,0,1
0,1,4,3,2,0,94.0,1,2,0,0,0,0,1
3,0,4,0,25,1,148.0,2,2,0,0,0,0,1
3,0,4,0,30,4,168.3,4,3,2,0,0,0,1
6,1,2,0,8,2,220.0,2,2,1,1,1,0,1
0,0,3,0,14,0,100.0,2,1,0,0,0,0,1
0,1,4,3,156,0,103.5,1,2,2,0,0,0,0
3,0,4,0,37,0,125.55,3,1,2,0,0,0,0
0,0,4,0,127,3,90.0,2,3,0,0,0,0,1
0,0,4,3,34,0,67.5,4,2,0,0,0,0,0
